발송순번,고객ID,고객명,연락처,세그먼트,우선순위,마지막이용일,경과일,평균주기,초과배수,이용횟수,마지막품목,누적결제금액,잔여횟수,만료일,수신동의,최근발송일,캠페인,채널,제목,발송메시지,발송예정일시,템플릿ID
2338,C101834,홍소경,010-9858-1347,첫 방문 후 미방문,2순위,2026-05-27,70일,산정 불가,산정 불가,1회,첫 상담 패키지,"98,300원",,,동의,2026-05-06,2회차 리터치 · 15% 할인,LMS,[더뷰클리닉] 2회차 관리 안내 · 15% 할인,"(광고) [더뷰클리닉]
홍소경님, 첫 방문 후 70일이 지났습니다.
처음 받으신 관리는 4주차 리터치를 함께 진행하실 때 결과가 가장 안정적으로 유지됩니다.

2회차 예약 시 15% 할인해 드립니다. (8월 31일까지)

▶ 예약: link.theview.kr/2
무료수신거부 0808-000-000",2026-08-04(화) 10:30,T-NEW-01
2339,C101974,안수아,010-8341-1282,첫 방문 후 미방문,2순위,2026-05-27,70일,산정 불가,산정 불가,1회,첫 상담 패키지,"169,500원",,,동의,2026-06-06,2회차 리터치 · 15% 할인,LMS,[더뷰클리닉] 2회차 관리 안내 · 15% 할인,"(광고) [더뷰클리닉]
안수아님, 첫 방문 후 70일이 지났습니다.
처음 받으신 관리는 4주차 리터치를 함께 진행하실 때 결과가 가장 안정적으로 유지됩니다.

2회차 예약 시 15% 할인해 드립니다. (8월 31일까지)

▶ 예약: link.theview.kr/2
무료수신거부 0808-000-000",2026-08-04(화) 10:30,T-NEW-01
2340,C102624,한지영,010-5519-9488,첫 방문 후 미방문,2순위,2026-05-27,70일,산정 불가,산정 불가,1회,기본 피부 관리,"95,200원",,,동의,2026-04-25,2회차 리터치 · 15% 할인,LMS,[더뷰클리닉] 2회차 관리 안내 · 15% 할인,"(광고) [더뷰클리닉]
한지영님, 첫 방문 후 70일이 지났습니다.
처음 받으신 관리는 4주차 리터치를 함께 진행하실 때 결과가 가장 안정적으로 유지됩니다.

2회차 예약 시 15% 할인해 드립니다. (8월 31일까지)

▶ 예약: link.theview.kr/2
무료수신거부 0808-000-000",2026-08-04(화) 10:30,T-NEW-01
2341,C102779,한소준,010-5511-8375,첫 방문 후 미방문,2순위,2026-05-27,70일,산정 불가,산정 불가,1회,기본 피부 관리,"120,400원",,,동의,2026-07-16,2회차 리터치 · 15% 할인,LMS,[더뷰클리닉] 2회차 관리 안내 · 15% 할인,"(광고) [더뷰클리닉]
한소준님, 첫 방문 후 70일이 지났습니다.
처음 받으신 관리는 4주차 리터치를 함께 진행하실 때 결과가 가장 안정적으로 유지됩니다.

2회차 예약 시 15% 할인해 드립니다. (8월 31일까지)

▶ 예약: link.theview.kr/2
무료수신거부 0808-000-000",2026-08-04(화) 10:30,T-NEW-01
2342,C102815,장유연,010-4813-8058,첫 방문 후 미방문,2순위,2026-05-27,70일,산정 불가,산정 불가,1회,첫 상담 패키지,"102,900원",,,동의,2026-06-16,2회차 리터치 · 15% 할인,LMS,[더뷰클리닉] 2회차 관리 안내 · 15% 할인,"(광고) [더뷰클리닉]
장유연님, 첫 방문 후 70일이 지났습니다.
처음 받으신 관리는 4주차 리터치를 함께 진행하실 때 결과가 가장 안정적으로 유지됩니다.

2회차 예약 시 15% 할인해 드립니다. (8월 31일까지)

▶ 예약: link.theview.kr/2
무료수신거부 0808-000-000",2026-08-04(화) 10:30,T-NEW-01
2343,C102828,장도연,010-4806-6744,첫 방문 후 미방문,2순위,2026-05-27,70일,산정 불가,산정 불가,1회,보습 관리,"145,100원",,,동의,2026-05-03,2회차 리터치 · 15% 할인,LMS,[더뷰클리닉] 2회차 관리 안내 · 15% 할인,"(광고) [더뷰클리닉]
장도연님, 첫 방문 후 70일이 지났습니다.
처음 받으신 관리는 4주차 리터치를 함께 진행하실 때 결과가 가장 안정적으로 유지됩니다.

2회차 예약 시 15% 할인해 드립니다. (8월 31일까지)

▶ 예약: link.theview.kr/2
무료수신거부 0808-000-000",2026-08-04(화) 10:30,T-NEW-01
2344,C102847,황소빈,010-7851-6410,첫 방문 후 미방문,2순위,2026-05-27,70일,산정 불가,산정 불가,1회,보습 관리,"123,000원",,,동의,2026-07-06,2회차 리터치 · 15% 할인,LMS,[더뷰클리닉] 2회차 관리 안내 · 15% 할인,"(광고) [더뷰클리닉]
황소빈님, 첫 방문 후 70일이 지났습니다.
처음 받으신 관리는 4주차 리터치를 함께 진행하실 때 결과가 가장 안정적으로 유지됩니다.

2회차 예약 시 15% 할인해 드립니다. (8월 31일까지)

▶ 예약: link.theview.kr/2
무료수신거부 0808-000-000",2026-08-04(화) 10:30,T-NEW-01
2345,C101967,한현빈,010-5820-5645,첫 방문 후 미방문,2순위,2026-05-28,69일,산정 불가,산정 불가,1회,보습 관리,"160,100원",,,동의,2026-05-10,2회차 리터치 · 15% 할인,LMS,[더뷰클리닉] 2회차 관리 안내 · 15% 할인,"(광고) [더뷰클리닉]
한현빈님, 첫 방문 후 69일이 지났습니다.
처음 받으신 관리는 4주차 리터치를 함께 진행하실 때 결과가 가장 안정적으로 유지됩니다.

2회차 예약 시 15% 할인해 드립니다. (8월 31일까지)

▶ 예약: link.theview.kr/2
무료수신거부 0808-000-000",2026-08-04(화) 10:30,T-NEW-01
2346,C102007,강채연,010-3338-4067,첫 방문 후 미방문,2순위,2026-05-28,69일,산정 불가,산정 불가,1회,보습 관리,"169,100원",,,동의,2026-05-20,2회차 리터치 · 15% 할인,LMS,[더뷰클리닉] 2회차 관리 안내 · 15% 할인,"(광고) [더뷰클리닉]
강채연님, 첫 방문 후 69일이 지났습니다.
처음 받으신 관리는 4주차 리터치를 함께 진행하실 때 결과가 가장 안정적으로 유지됩니다.

2회차 예약 시 15% 할인해 드립니다. (8월 31일까지)

▶ 예약: link.theview.kr/2
무료수신거부 0808-000-000",2026-08-04(화) 10:30,T-NEW-01
2347,C102035,안지우,010-8387-6900,첫 방문 후 미방문,2순위,2026-05-28,69일,산정 불가,산정 불가,1회,첫 상담 패키지,"91,300원",,,동의,2026-06-15,2회차 리터치 · 15% 할인,LMS,[더뷰클리닉] 2회차 관리 안내 · 15% 할인,"(광고) [더뷰클리닉]
안지우님, 첫 방문 후 69일이 지났습니다.
처음 받으신 관리는 4주차 리터치를 함께 진행하실 때 결과가 가장 안정적으로 유지됩니다.

2회차 예약 시 15% 할인해 드립니다. (8월 31일까지)

▶ 예약: link.theview.kr/2
무료수신거부 0808-000-000",2026-08-04(화) 10:30,T-NEW-01
2348,C102188,김하빈,010-1403-6222,첫 방문 후 미방문,2순위,2026-05-28,69일,산정 불가,산정 불가,1회,보습 관리,"178,600원",,,동의,2026-05-01,2회차 리터치 · 15% 할인,LMS,[더뷰클리닉] 2회차 관리 안내 · 15% 할인,"(광고) [더뷰클리닉]
김하빈님, 첫 방문 후 69일이 지났습니다.
처음 받으신 관리는 4주차 리터치를 함께 진행하실 때 결과가 가장 안정적으로 유지됩니다.

2회차 예약 시 15% 할인해 드립니다. (8월 31일까지)

▶ 예약: link.theview.kr/2
무료수신거부 0808-000-000",2026-08-04(화) 10:30,T-NEW-01
2349,C102245,송주진,010-8880-6827,첫 방문 후 미방문,2순위,2026-05-28,69일,산정 불가,산정 불가,1회,첫 상담 패키지,"159,000원",,,동의,2026-05-05,2회차 리터치 · 15% 할인,LMS,[더뷰클리닉] 2회차 관리 안내 · 15% 할인,"(광고) [더뷰클리닉]
송주진님, 첫 방문 후 69일이 지났습니다.
처음 받으신 관리는 4주차 리터치를 함께 진행하실 때 결과가 가장 안정적으로 유지됩니다.

2회차 예약 시 15% 할인해 드립니다. (8월 31일까지)

▶ 예약: link.theview.kr/2
무료수신거부 0808-000-000",2026-08-04(화) 10:30,T-NEW-01
2350,C102268,임은희,010-5341-6365,첫 방문 후 미방문,2순위,2026-05-28,69일,산정 불가,산정 불가,1회,첫 상담 패키지,"142,900원",,,동의,2026-05-24,2회차 리터치 · 15% 할인,LMS,[더뷰클리닉] 2회차 관리 안내 · 15% 할인,"(광고) [더뷰클리닉]
임은희님, 첫 방문 후 69일이 지났습니다.
처음 받으신 관리는 4주차 리터치를 함께 진행하실 때 결과가 가장 안정적으로 유지됩니다.

2회차 예약 시 15% 할인해 드립니다. (8월 31일까지)

▶ 예약: link.theview.kr/2
무료수신거부 0808-000-000",2026-08-04(화) 10:30,T-NEW-01
2351,C102765,박지진,010-2197-7417,첫 방문 후 미방문,2순위,2026-05-28,69일,산정 불가,산정 불가,1회,첫 상담 패키지,"122,600원",,,동의,2026-04-22,2회차 리터치 · 15% 할인,LMS,[더뷰클리닉] 2회차 관리 안내 · 15% 할인,"(광고) [더뷰클리닉]
박지진님, 첫 방문 후 69일이 지났습니다.
처음 받으신 관리는 4주차 리터치를 함께 진행하실 때 결과가 가장 안정적으로 유지됩니다.

2회차 예약 시 15% 할인해 드립니다. (8월 31일까지)

▶ 예약: link.theview.kr/2
무료수신거부 0808-000-000",2026-08-04(화) 10:30,T-NEW-01
2352,C102775,임민우,010-5256-1044,첫 방문 후 미방문,2순위,2026-05-28,69일,산정 불가,산정 불가,1회,기본 피부 관리,"155,700원",,,동의,2026-05-09,2회차 리터치 · 15% 할인,LMS,[더뷰클리닉] 2회차 관리 안내 · 15% 할인,"(광고) [더뷰클리닉]
임민우님, 첫 방문 후 69일이 지났습니다.
처음 받으신 관리는 4주차 리터치를 함께 진행하실 때 결과가 가장 안정적으로 유지됩니다.

2회차 예약 시 15% 할인해 드립니다. (8월 31일까지)

▶ 예약: link.theview.kr/2
무료수신거부 0808-000-000",2026-08-04(화) 10:30,T-NEW-01
2353,C102819,장서영,010-4643-3205,첫 방문 후 미방문,2순위,2026-05-28,69일,산정 불가,산정 불가,1회,첫 상담 패키지,"177,300원",,,동의,2026-05-13,2회차 리터치 · 15% 할인,LMS,[더뷰클리닉] 2회차 관리 안내 · 15% 할인,"(광고) [더뷰클리닉]
장서영님, 첫 방문 후 69일이 지났습니다.
처음 받으신 관리는 4주차 리터치를 함께 진행하실 때 결과가 가장 안정적으로 유지됩니다.

2회차 예약 시 15% 할인해 드립니다. (8월 31일까지)

▶ 예약: link.theview.kr/2
무료수신거부 0808-000-000",2026-08-04(화) 10:30,T-NEW-01
2354,C101963,조수빈,010-3929-9419,첫 방문 후 미방문,2순위,2026-05-29,68일,산정 불가,산정 불가,1회,보습 관리,"171,700원",,,동의,2026-06-19,2회차 리터치 · 15% 할인,LMS,[더뷰클리닉] 2회차 관리 안내 · 15% 할인,"(광고) [더뷰클리닉]
조수빈님, 첫 방문 후 68일이 지났습니다.
처음 받으신 관리는 4주차 리터치를 함께 진행하실 때 결과가 가장 안정적으로 유지됩니다.

2회차 예약 시 15% 할인해 드립니다. (8월 31일까지)

▶ 예약: link.theview.kr/2
무료수신거부 0808-000-000",2026-08-04(화) 10:30,T-NEW-01
2355,C102106,황하아,010-7834-7155,첫 방문 후 미방문,2순위,2026-05-29,68일,산정 불가,산정 불가,1회,첫 상담 패키지,"89,400원",,,동의,2026-05-10,2회차 리터치 · 15% 할인,LMS,[더뷰클리닉] 2회차 관리 안내 · 15% 할인,"(광고) [더뷰클리닉]
황하아님, 첫 방문 후 68일이 지났습니다.
처음 받으신 관리는 4주차 리터치를 함께 진행하실 때 결과가 가장 안정적으로 유지됩니다.

2회차 예약 시 15% 할인해 드립니다. (8월 31일까지)

▶ 예약: link.theview.kr/2
무료수신거부 0808-000-000",2026-08-04(화) 10:30,T-NEW-01
2356,C102119,신하수,010-6859-1258,첫 방문 후 미방문,2순위,2026-05-29,68일,산정 불가,산정 불가,1회,기본 피부 관리,"95,900원",,,동의,2026-04-23,2회차 리터치 · 15% 할인,LMS,[더뷰클리닉] 2회차 관리 안내 · 15% 할인,"(광고) [더뷰클리닉]
신하수님, 첫 방문 후 68일이 지났습니다.
처음 받으신 관리는 4주차 리터치를 함께 진행하실 때 결과가 가장 안정적으로 유지됩니다.

2회차 예약 시 15% 할인해 드립니다. (8월 31일까지)

▶ 예약: link.theview.kr/2
무료수신거부 0808-000-000",2026-08-04(화) 10:30,T-NEW-01
2357,C102263,이민빈,010-1581-4604,첫 방문 후 미방문,2순위,2026-05-29,68일,산정 불가,산정 불가,1회,보습 관리,"128,300원",,,동의,2026-07-10,2회차 리터치 · 15% 할인,LMS,[더뷰클리닉] 2회차 관리 안내 · 15% 할인,"(광고) [더뷰클리닉]
이민빈님, 첫 방문 후 68일이 지났습니다.
처음 받으신 관리는 4주차 리터치를 함께 진행하실 때 결과가 가장 안정적으로 유지됩니다.

2회차 예약 시 15% 할인해 드립니다. (8월 31일까지)

▶ 예약: link.theview.kr/2
무료수신거부 0808-000-000",2026-08-04(화) 10:30,T-NEW-01
2358,C102345,김수아,010-1050-9555,첫 방문 후 미방문,2순위,2026-05-29,68일,산정 불가,산정 불가,1회,기본 피부 관리,"173,000원",,,동의,2026-06-03,2회차 리터치 · 15% 할인,LMS,[더뷰클리닉] 2회차 관리 안내 · 15% 할인,"(광고) [더뷰클리닉]
김수아님, 첫 방문 후 68일이 지났습니다.
처음 받으신 관리는 4주차 리터치를 함께 진행하실 때 결과가 가장 안정적으로 유지됩니다.

2회차 예약 시 15% 할인해 드립니다. (8월 31일까지)

▶ 예약: link.theview.kr/2
무료수신거부 0808-000-000",2026-08-04(화) 10:30,T-NEW-01
2359,C102544,전윤우,010-9111-1185,첫 방문 후 미방문,2순위,2026-05-29,68일,산정 불가,산정 불가,1회,첫 상담 패키지,"144,500원",,,동의,2026-07-04,2회차 리터치 · 15% 할인,LMS,[더뷰클리닉] 2회차 관리 안내 · 15% 할인,"(광고) [더뷰클리닉]
전윤우님, 첫 방문 후 68일이 지났습니다.
처음 받으신 관리는 4주차 리터치를 함께 진행하실 때 결과가 가장 안정적으로 유지됩니다.

2회차 예약 시 15% 할인해 드립니다. (8월 31일까지)

▶ 예약: link.theview.kr/2
무료수신거부 0808-000-000",2026-08-04(화) 10:30,T-NEW-01
2360,C102565,홍민빈,010-9801-6041,첫 방문 후 미방문,2순위,2026-05-29,68일,산정 불가,산정 불가,1회,보습 관리,"101,800원",,,동의,2026-07-09,2회차 리터치 · 15% 할인,LMS,[더뷰클리닉] 2회차 관리 안내 · 15% 할인,"(광고) [더뷰클리닉]
홍민빈님, 첫 방문 후 68일이 지났습니다.
처음 받으신 관리는 4주차 리터치를 함께 진행하실 때 결과가 가장 안정적으로 유지됩니다.

2회차 예약 시 15% 할인해 드립니다. (8월 31일까지)

▶ 예약: link.theview.kr/2
무료수신거부 0808-000-000",2026-08-04(화) 10:30,T-NEW-01
2361,C102588,서은준,010-6584-1381,첫 방문 후 미방문,2순위,2026-05-29,68일,산정 불가,산정 불가,1회,첫 상담 패키지,"160,600원",,,동의,2026-05-27,2회차 리터치 · 15% 할인,LMS,[더뷰클리닉] 2회차 관리 안내 · 15% 할인,"(광고) [더뷰클리닉]
서은준님, 첫 방문 후 68일이 지났습니다.
처음 받으신 관리는 4주차 리터치를 함께 진행하실 때 결과가 가장 안정적으로 유지됩니다.

2회차 예약 시 15% 할인해 드립니다. (8월 31일까지)

▶ 예약: link.theview.kr/2
무료수신거부 0808-000-000",2026-08-04(화) 10:30,T-NEW-01
2362,C102611,박주우,010-1985-9028,첫 방문 후 미방문,2순위,2026-05-29,68일,산정 불가,산정 불가,1회,보습 관리,"113,300원",,,동의,2026-06-05,2회차 리터치 · 15% 할인,LMS,[더뷰클리닉] 2회차 관리 안내 · 15% 할인,"(광고) [더뷰클리닉]
박주우님, 첫 방문 후 68일이 지났습니다.
처음 받으신 관리는 4주차 리터치를 함께 진행하실 때 결과가 가장 안정적으로 유지됩니다.

2회차 예약 시 15% 할인해 드립니다. (8월 31일까지)

▶ 예약: link.theview.kr/2
무료수신거부 0808-000-000",2026-08-04(화) 10:30,T-NEW-01
2363,C101913,전하준,010-9451-5499,첫 방문 후 미방문,2순위,2026-05-30,67일,산정 불가,산정 불가,1회,첫 상담 패키지,"80,100원",,,동의,2026-04-28,2회차 리터치 · 15% 할인,LMS,[더뷰클리닉] 2회차 관리 안내 · 15% 할인,"(광고) [더뷰클리닉]
전하준님, 첫 방문 후 67일이 지났습니다.
처음 받으신 관리는 4주차 리터치를 함께 진행하실 때 결과가 가장 안정적으로 유지됩니다.

2회차 예약 시 15% 할인해 드립니다. (8월 31일까지)

▶ 예약: link.theview.kr/2
무료수신거부 0808-000-000",2026-08-04(화) 10:30,T-NEW-01
2364,C101918,오채정,010-6157-8136,첫 방문 후 미방문,2순위,2026-05-30,67일,산정 불가,산정 불가,1회,기본 피부 관리,"156,200원",,,동의,2026-04-21,2회차 리터치 · 15% 할인,LMS,[더뷰클리닉] 2회차 관리 안내 · 15% 할인,"(광고) [더뷰클리닉]
오채정님, 첫 방문 후 67일이 지났습니다.
처음 받으신 관리는 4주차 리터치를 함께 진행하실 때 결과가 가장 안정적으로 유지됩니다.

2회차 예약 시 15% 할인해 드립니다. (8월 31일까지)

▶ 예약: link.theview.kr/2
무료수신거부 0808-000-000",2026-08-04(화) 10:30,T-NEW-01
2365,C102063,서채영,010-6491-7231,첫 방문 후 미방문,2순위,2026-05-30,67일,산정 불가,산정 불가,1회,첫 상담 패키지,"119,600원",,,동의,2026-06-08,2회차 리터치 · 15% 할인,LMS,[더뷰클리닉] 2회차 관리 안내 · 15% 할인,"(광고) [더뷰클리닉]
서채영님, 첫 방문 후 67일이 지났습니다.
처음 받으신 관리는 4주차 리터치를 함께 진행하실 때 결과가 가장 안정적으로 유지됩니다.

2회차 예약 시 15% 할인해 드립니다. (8월 31일까지)

▶ 예약: link.theview.kr/2
무료수신거부 0808-000-000",2026-08-04(화) 10:30,T-NEW-01
